NEW PATH
-209.999985,1410.0
-29.777168,999.803284
-377.484711,771.244263
-551.793762,857.331177
-414.853424,1210.752075
-163.692078,1917.46167
NEW PATH
-209.999985,410.0
-171.739151,194.766907
-541.411743,175.273804
-600.0,200.0
-600.0,200.0
-730.997192,267.018921
-1201.087646,117.632576
-1176.546387,341.328064
-1330.042847,656.984741
-1200.0,700.0
-1200.0,700.0
-1105.87207,861.573975
NEW PATH
-1210.0,1410.0
-1435.307373,1418.546265
-1000.0,1500.0
-1000.0,1500.0
-809.370361,1534.362183
-598.107849,1691.383667
-699.968018,1957.709961
-1222.776001,2028.194824
-1455.14856,2091.556885
NEW PATH
-2010.0,2110.0
-1821.222168,1707.933594
-1809.775879,1212.618896
-1855.375488,1057.078735
-1600.772949,984.140747
-1811.416138,491.169617
-1769.066895,206.737808
